,Review Text,labels
253,"Okay, here's an honest review. Went to the Dhanmondi Branch yesterday and the food was okay. It was nothing completely out of the ordinary and that would have been completely alright had the items not been priced premium. The service was absolutely horrible! I mean how are you guys still in business with the current lot of waiters? A waiter literally tried to force an item on us by repeatedly insisting in the rudest of manners and the most annoyed of expressions. We had to ca...ll the waiters multiple times before any of them responded, every time. No, they weren't busy, just standing at the nearest tissues counter (or something) doing absolutely nothing. It took them about 15 minutes to get the bill and another 15 to return the change. The music was too loud and they did not turn down the volume even after we requested them to. Please take note that we have not been rude to any of the servers even once through out the whole process. Now, considering the fact that the Dhanmondi branch is a relatively new outlet, the cutlery items used should still be in relatively good condition but they were not. Most of the spoons had so many scratch marks on them that it almost gave the feeling that we had been provided with used utensils from the older branches. Does not reflect the class BBQ BD claims to boast. Not a good experience overall. Not sure if I wanna go back there, not anytime soon at least. P.S.- Can provide pictures if necessary.",Negative
254,Good food and service..the employees were gentle as well...will love to visit more...,Positive
255,"Bbq Bangladesh Dhanmondi Branch is a big disappointment, Menu card's price of each item really differs with the price of the bill,I have tried your Gulshan branch for almost 6-7times and I loved it, no complains from there.. And 2times at your dhanmondi branch.. My experience was bad both the times there.dhanmondi branch serves completely different quality of food, it's too bad , the quantity of your pane cream soup was very low.. Taste of chicken was bad and served cold. The... second time I went there, the taste of the food was average and I clearly remember that I ordered food costing around 1500 -1600tk on the menu card( Korean Charboiled chicken 3pcs chicken, 1 piece jamaican chicken meal with mashed potatoes and 3 cocacolas). They charged me the double on their bill around 3000tk. I have calculated on my own and it would have been around 1800tk-2000tk with vat and service charge. This was a clear fraud.. This might also be an inside fraud between the manager and the waiters so the authority must take this into consideration.I am never going back to bbq bangladesh again. This was not only me who faced such a problem but also I know few more people disappointed with Bbq Bangladesh dhanmondi's bill problem.",Negative
256,Ate iftar platter. Grilled jamaican chicken was good. But fried rice was terrible. Smell of olive oil ruined the salad.,Negative
257,"Ripping people off basically. Please kindly take business seriously if not passionately. The management is very poor and the description of their items is not true to its words. Iftar platter was terrible. So are the burgers, the meat was raw inside even though said to be grilled and their was no cheddar cheese given inside the Korean char boiled burger.",Negative
258,"I had been there today for Iftar . The food was so cold,specially fried rice and salad was dry.Service person was not caring to the guest. very poor service. Management should concern about service.",Negative
259,"আজ জীবনের সব থেকে বাজে ইফতারি করলাম এইখানে, আহা কি স্বাদ আর টেস্ট , যা ভুলতে কয়েক ঘন্টা কসরত করতে হইছে :( ১৭০০+ টাকা আজ পুরাই জ্বলে দিয়ে আসলাম । আপনার কারো সাথে শত্রুতা থাকলে এই খানে পাঠায় দেন । না মেরেও শাস্তি দিতে পারবেন ।",Negative
260,The food is good.I loved Korean chicken.I will definitely suggest my friends to come here. :-),Positive
261,really yummy foods with impressive service........,Positive
262,"Food Taste and price are not smiler...those foods making cost is so cheap but they are charging high volume of price. Nothing smiler with south koriean bbq, just Branch deco and bbq logo is same like as original brand. sorry but wasn't happy with the quality..",Negative
263,"Nice place,food was tasty <3 the food nd place I will tell everybody to go there :)",Positive
264,We ordered 3 of the meals of the offer and the food was basically tasteless! Bet they forgot to put salt and a lot of other spices. Overly expensive compared to the quantity and the taste was bad as well. Never going back again!,Negative
265,"Great service, very good food & atmosphere, bit pricey.",Positive
266,Food was okay but a bit overpriced though. Service was good apart from the guy took the order was advising us what to order and pushing us a bit even though we never asked him for his valuable advice. Hence 3*.,Negative
267,I am sorry but it was the worst food experience there. Surely i wont go there ever. Peace.,Negative
268,"I ordered Golden Olive Value Meal but I cudnt find anything valuable! Whatever , this combo contains 1pc golden olive chicken ,fried cajun wedge potato, veg rice, egg n salad! At first , they forgot using salt probably :) 1) so far I know with my little knowledge, olive chicken is prepared using olive oil to fry the whole chicken n mixed up with some spices .I neither found any spice nor olive taste. 2) veg rice - hardly got vegetable, dried up rice , less quantity 3) egg ...: even an egg can taste this much worse , I didn't know , forgot using salt here also, as mentioned. 4) potato: the only thing I cud eat at least. Overall experience was worst, this dish costs 345 including Vat.I never hesitate spending if the quality and taste are satisfactory, but this place was irritating enough",Negative
